customer_id,name,email,signup_date,city,country,age,gender,recency_days,frequency,monetary,avg_order_value,has_purchased,R_score,F_score,M_score,segment,purchase_freq_per_year,tenure_years,predicted_cltv
1309,Ashley Simmons,duane52@example.org,2020-04-28,London,UK,52.0,M,85.0,7,8799.09,1257.01,1,4,5,5,Champions,2.3370658135283366,4.676249144421629,6708.3
1310,Heather Snyder,asteele@example.net,2022-05-04,Mumbai,India,38.0,M,157.0,2,1490.16,745.08,1,4,3,3,Loyal Customers,0.6677330895795247,2.6611909650924024,646.53
1312,Kim Underwood,tmiller@example.com,2022-04-07,Munich,Germany,68.0,F,431.0,4,6380.35,1595.09,1,2,5,5,At Risk (High Value),1.3354661791590494,2.735112936344969,2845.11
1313,Paula Shepherd,jacquelineyoung@example.org,2023-08-24,Manchester,UK,21.0,F,267.0,3,3779.21,1259.74,1,3,4,4,Loyal Customers,1.001599634369287,1.3552361396303902,835.02
1314,Samuel Cox,hrosario@example.org,2021-07-02,Toronto,Canada,39.0,M,5.0,2,849.09,424.54,1,5,3,2,Loyal Customers,0.6677330895795247,3.4989733059548254,484.36
1315,Heather Atkinson,kenneththomas@example.net,2021-03-19,Singapore,Singapore,53.0,F,714.0,3,3445.52,1148.51,1,1,4,4,At Risk (High Value),1.001599634369287,3.786447638603696,2126.99
1316,Susan Sanchez,briantaylor@example.net,2024-04-25,Bangkok,Thailand,62.0,F,25.0,5,40678.11,8135.62,1,5,5,5,Champions,1.6693327239488118,0.6844626967830253,4539.3
1317,Jamie Johnson,swatson@example.org,2021-09-19,Chicago,USA,24.0,M,481.0,1,1502.08,1502.08,1,2,2,3,Needs Attention,0.33386654478976235,3.2826830937713893,803.9
1318,Angela Monroe,anthonydiaz@example.org,2020-03-11,Melbourne,Australia,,M,254.0,2,1372.29,686.14,1,3,3,2,Loyal Customers,0.6677330895795247,4.80766598220397,1075.61
1321,Donna Moore,munozglenn@example.org,2021-09-22,Vancouver,Canada,66.0,F,1006.0,1,171.89,171.89,1,1,2,1,Hibernating/Lost,0.33386654478976235,3.274469541409993,91.76
1322,Ronnie Frazier,qspencer@example.net,2024-01-06,Bangkok,Thailand,72.0,M,329.0,1,551.29,551.29,1,3,2,2,Needs Attention,0.33386654478976235,0.9856262833675564,88.59
1323,Michelle Henderson,josephdavis@example.com,2019-09-08,New York,USA,38.0,M,412.0,1,1339.8,1339.8,1,2,2,2,Hibernating/Lost,0.33386654478976235,5.314168377823409,1160.79
1324,Beth Lewis,robinsonisaiah@example.net,2022-03-04,Vancouver,Canada,73.0,M,178.0,4,1208.42,302.1,1,4,5,2,Loyal Customers,1.3354661791590494,2.8281998631074607,557.18
1325,Lisa Jones,pwoods@example.net,2022-05-25,Mumbai,India,64.0,M,215.0,2,5479.7,2739.85,1,3,3,5,Loyal Customers,0.6677330895795247,2.6036960985626285,2326.08
1327,Jack Maxwell,anthony42@example.net,2021-04-18,Paris,France,30.0,F,488.0,3,1760.83,586.94,1,2,4,3,At Risk (High Value),1.001599634369287,3.704312114989733,1063.41
1328,Daniel Smith,jacob30@example.org,2023-12-28,Sydney,Australia,63.0,F,37.0,2,16598.56,8299.28,1,5,3,5,Loyal Customers,0.6677330895795247,1.0102669404517455,2733.91
1330,Alejandra Kelly,susan83@example.com,2022-02-19,Sydney,Australia,28.0,M,838.0,2,9654.74,4827.37,1,1,3,5,Needs Attention,0.6677330895795247,2.863791923340178,4507.76
1331,Molly Dickson,riverapeggy@example.net,2021-12-04,Paris,France,64.0,F,352.0,2,3869.08,1934.54,1,3,3,4,Loyal Customers,0.6677330895795247,3.07460643394935,1939.44
1332,Robert Hernandez,cwoods@example.com,2021-12-25,Bangkok,Thailand,17.0,M,273.0,1,1496.86,1496.86,1,3,2,3,Needs Attention,0.33386654478976235,3.0171115674195756,736.29
1334,Martha Mack,victoriamason@example.net,2019-04-03,Paris,France,71.0,F,731.0,2,1622.16,811.08,1,1,3,3,Needs Attention,0.6677330895795247,5.746748802190281,1519.83
1335,Kelly Mack,vfloyd@example.com,2023-10-27,New York,USA,36.0,,301.0,2,2368.69,1184.34,1,3,3,3,Loyal Customers,0.6677330895795247,1.1800136892539357,455.69
1336,Scott Jordan,nallen@example.net,2019-12-11,Munich,Germany,25.0,F,211.0,3,3472.68,1157.56,1,3,4,4,Loyal Customers,1.001599634369287,5.0568104038329915,2862.99
1337,Christian Burton,adavis@example.org,2022-10-21,Manchester,UK,19.0,F,706.0,2,2327.42,1163.71,1,1,3,3,Needs Attention,0.6677330895795247,2.195756331279945,833.18
1338,Emily Dillon,portershawn@example.org,2020-09-02,New York,USA,22.0,F,974.0,1,852.92,852.92,1,1,2,2,Hibernating/Lost,0.33386654478976235,4.328542094455853,601.91
1339,Candice Ramirez,michael12@example.net,2024-04-12,Manchester,UK,19.0,M,2.0,1,715.61,715.61,1,5,2,2,New/Promising,0.33386654478976235,0.7200547570157426,84.01
1341,Katherine Cox,richard92@example.com,2021-04-13,Munich,Germany,,M,388.0,2,4263.91,2131.96,1,2,3,5,Needs Attention,0.6677330895795247,3.7180013689253935,2584.62
1343,Shawn Fleming,figueroajohn@example.net,2019-09-15,Singapore,Singapore,52.0,M,180.0,1,1519.07,1519.07,1,4,2,3,New/Promising,0.33386654478976235,5.295003422313484,1311.36
1345,Joel Davis,imcdonald@example.com,2024-05-22,Manchester,UK,,,66.0,2,2280.92,1140.46,1,5,3,3,Loyal Customers,0.6677330895795247,0.6105407255304586,227.04
1346,Christopher Rodriguez,mtate@example.com,2020-08-15,Paris,France,,M,691.0,3,3345.04,1115.01,1,1,4,4,At Risk (High Value),1.001599634369287,4.37782340862423,2387.46
1347,Evan Davies,vlewis@example.com,2020-05-28,Paris,France,38.0,M,497.0,2,70751.17,35375.58,1,2,3,5,Needs Attention,0.6677330895795247,4.594113620807666,52992.4
1348,Jesse Gardner,huertakim@example.org,2019-04-04,Vancouver,Canada,63.0,F,316.0,1,1225.22,1225.22,1,3,2,2,Needs Attention,0.33386654478976235,5.7440109514031485,1147.38
1349,Heather Jordan,nlewis@example.org,2019-09-09,Melbourne,Australia,62.0,F,671.0,1,1373.7,1373.7,1,1,2,2,Hibernating/Lost,0.33386654478976235,5.3114305270362765,1189.55
1350,Melinda Nelson,christopherjones@example.com,2021-10-30,Paris,France,72.0,F,440.0,1,578.59,578.59,1,2,2,2,Hibernating/Lost,0.33386654478976235,3.1704312114989732,299.07
1351,Shane Hayes,qwarren@example.com,2022-12-20,Singapore,Singapore,33.0,F,33.0,1,1442.61,1442.61,1,5,2,3,New/Promising,0.33386654478976235,2.0314852840520192,477.79
1352,Anthony Jacobson,wpeterson@example.com,2024-05-18,Berlin,Germany,,M,51.0,3,1322.33,440.78,1,5,4,2,Loyal Customers,1.001599634369287,0.621492128678987,133.99
1354,Jessica Gaines,jmorrow@example.net,2022-11-27,Bangkok,Thailand,64.0,M,283.0,1,429.63,429.63,1,3,2,1,Needs Attention,0.33386654478976235,2.0944558521560577,146.7
1355,Nathan Lane,mariodowns@example.net,2019-06-08,Sydney,Australia,17.0,F,788.0,1,1532.76,1532.76,1,1,2,3,Needs Attention,0.33386654478976235,5.566050650239562,1390.91
1357,Ashley Cordova,ubaker@example.org,2022-11-28,Singapore,Singapore,23.0,F,336.0,4,39417.3,9854.33,1,3,5,5,Loyal Customers,1.3354661791590494,2.0917180013689256,13442.14
1358,Terri Mathews DDS,johnsonjulie@example.org,2023-03-02,Toronto,Canada,64.0,F,577.0,1,205.71,205.71,1,2,2,1,Hibernating/Lost,0.33386654478976235,1.834360027378508,61.52
1359,Joshua Martin,nrobinson@example.org,2023-07-30,Los Angeles,USA,56.0,F,285.0,1,2250.35,2250.35,1,3,2,3,Needs Attention,0.33386654478976235,1.4236824093086926,522.33
1360,Laura Smith,allen48@example.org,2024-06-04,Berlin,Germany,18.0,M,138.0,2,1794.15,897.08,1,4,3,3,Loyal Customers,0.6677330895795247,0.5749486652977412,168.18
1361,Mariah Bryant,ibell@example.com,2019-01-15,Toronto,Canada,68.0,F,311.0,2,3007.35,1503.68,1,3,3,4,Loyal Customers,0.6677330895795247,5.960301163586585,2922.35
1362,Pamela Wilson,stephenbrooks@example.net,2021-10-08,Munich,Germany,51.0,M,77.0,4,7628.33,1907.08,1,5,5,5,Champions,1.3354661791590494,3.2306639288158796,4017.9
1363,Kimberly James,swalters@example.net,2022-03-03,Paris,France,20.0,F,96.0,1,182.56,182.56,1,4,2,1,New/Promising,0.33386654478976235,2.830937713894593,84.26
1364,Susan Garcia,shafferdale@example.net,2022-03-13,Bangkok,Thailand,72.0,F,82.0,1,2777.01,2777.01,1,4,2,4,New/Promising,0.33386654478976235,2.8035592060232717,1269.3
1365,Timothy Garcia,schultzwesley@example.org,2019-02-17,Sydney,Australia,55.0,F,25.0,2,722.33,361.16,1,5,3,2,Loyal Customers,0.6677330895795247,5.8699520876112254,691.26
1366,Sarah Lewis,harnold@example.org,2022-08-05,Manchester,UK,19.0,M,409.0,2,2897.6,1448.8,1,2,3,4,Needs Attention,0.6677330895795247,2.406570841889117,1136.88
1367,Tiffany Bell,pgutierrez@example.net,2020-07-15,Manchester,UK,59.0,M,1013.0,3,3420.88,1140.29,1,1,4,4,At Risk (High Value),1.001599634369287,4.462696783025325,2488.93
1368,Jennifer Ayers,williamadams@example.net,2023-12-16,New York,USA,19.0,F,181.0,1,1018.65,1018.65,1,4,2,2,New/Promising,0.33386654478976235,1.0431211498973305,173.24
1369,Ryan Pope,anunez@example.com,2021-03-13,New York,USA,37.0,F,455.0,5,13604.04,2720.81,1,2,5,5,At Risk (High Value),1.6693327239488118,3.802874743326489,8434.48
1370,Alexander Gibbs,matthew96@example.org,2020-04-07,Melbourne,Australia,20.0,F,408.0,3,4608.09,1536.03,1,2,4,5,At Risk (High Value),1.001599634369287,4.733744010951403,3556.35
1371,Jenna Jensen,zpoole@example.net,2022-07-06,Los Angeles,USA,,F,295.0,2,1168.32,584.16,1,3,3,2,Loyal Customers,0.6677330895795247,2.48870636550308,474.04
1372,Todd Myers,richardflores@example.org,2022-07-06,Singapore,Singapore,69.0,F,67.0,1,833.8,833.8,1,5,2,2,New/Promising,0.33386654478976235,2.48870636550308,338.31
1374,Sara Moore,james10@example.com,2022-05-13,Singapore,Singapore,44.0,M,60.0,2,1356.13,678.06,1,5,3,2,Loyal Customers,0.6677330895795247,2.6365503080082138,582.92
1376,Jesse Welch,jacob34@example.org,2023-05-22,Los Angeles,USA,19.0,F,314.0,2,1170.83,585.42,1,3,3,2,Loyal Customers,0.6677330895795247,1.6125941136208077,307.82
1378,Timothy Burton,rodriguezsara@example.org,2021-04-02,Manchester,UK,55.0,M,3.0,2,1075.19,537.6,1,5,3,2,Loyal Customers,0.6677330895795247,3.7481177275838466,657.02
1379,Douglas Kline,jonesmegan@example.org,2022-07-01,Sydney,Australia,45.0,M,2.0,5,6600.91,1320.18,1,5,5,5,Champions,1.6693327239488118,2.5023956194387407,2693.01
1380,John Johnson,tuckerconnie@example.org,2019-07-27,Paris,France,57.0,F,24.0,4,3133.36,783.34,1,5,5,4,Champions,1.3354661791590494,5.431895961670089,2774.85
1381,Jaime Edwards,lstokes@example.com,2022-04-18,London,UK,22.0,F,330.0,2,10566.82,5283.41,1,3,3,5,Loyal Customers,0.6677330895795247,2.704996577686516,4660.04
1382,Christopher Bradley,wilsonmatthew@example.com,2023-09-18,Singapore,Singapore,73.0,F,39.0,3,11770.51,3923.5,1,5,4,5,Champions,1.001599634369287,1.2867898699520877,2469.34
1383,Mr. Joshua Moore,sara39@example.org,2021-09-12,Manchester,UK,44.0,F,66.0,5,4524.49,904.9,1,5,5,5,Champions,1.6693327239488118,3.3018480492813143,2435.6
1384,Kelly Hodges,michellewilson@example.org,2020-09-30,Chicago,USA,43.0,F,177.0,3,3548.92,1182.97,1,4,4,4,Champions,1.001599634369287,4.251882272416153,2460.11
1386,Juan Phillips,zgraham@example.org,2021-01-25,Vancouver,Canada,49.0,F,1028.0,1,1339.42,1339.42,1,1,2,2,Hibernating/Lost,0.33386654478976235,3.9315537303216974,858.54
1387,Craig Mathis,suzanne19@example.net,2023-08-05,Munich,Germany,,,107.0,4,4236.75,1059.19,1,4,5,5,Champions,1.3354661791590494,1.4072553045859,972.04
1388,Robert Mckay,chamilton@example.com,2024-02-04,Sydney,Australia,66.0,M,41.0,1,1427.1,1427.1,1,5,2,3,New/Promising,0.33386654478976235,0.9062286105407256,210.85
1389,Denise Flores,lawsonruben@example.net,2021-08-15,Melbourne,Australia,60.0,,675.0,1,729.04,729.04,1,1,2,2,Hibernating/Lost,0.33386654478976235,3.378507871321013,401.56
1390,Steven Weiss,cjackson@example.net,2020-09-05,Paris,France,37.0,M,909.0,1,35.67,35.67,1,1,2,1,Hibernating/Lost,0.33386654478976235,4.3203285420944555,25.12
1391,Jason Munoz,raymond12@example.com,2021-10-12,New York,USA,,F,150.0,2,2779.14,1389.57,1,4,3,4,Loyal Customers,0.6677330895795247,3.2197125256673513,1458.83
1392,Cody Sanchez,dianewatson@example.com,2020-03-12,Paris,France,46.0,F,30.0,2,1915.81,957.9,1,5,3,3,Loyal Customers,0.6677330895795247,4.804928131416838,1500.77
1393,Fernando Smith,jason95@example.org,2021-02-08,Melbourne,Australia,41.0,F,135.0,1,567.09,567.09,1,4,2,2,New/Promising,0.33386654478976235,3.893223819301848,359.95
1394,Janice Guzman,dakotaramirez@example.net,2021-01-02,Los Angeles,USA,51.0,F,34.0,2,3215.23,1607.62,1,5,3,4,Loyal Customers,0.6677330895795247,3.994524298425736,2093.9
1395,Rhonda Powers,bfleming@example.com,2024-02-13,Paris,France,18.0,F,285.0,1,806.36,806.36,1,3,2,2,Needs Attention,0.33386654478976235,0.8815879534565366,115.9
1396,Christina Williams,rjimenez@example.com,2023-12-19,Toronto,Canada,62.0,F,104.0,1,1166.24,1166.24,1,4,2,2,New/Promising,0.33386654478976235,1.0349075975359343,196.77
1397,Jesse Guzman,byoung@example.com,2019-02-14,Toronto,Canada,69.0,M,589.0,1,2272.8,2272.8,1,2,2,3,Needs Attention,0.33386654478976235,5.878165639972622,2178.12
1398,Richard Johnston,buckjustin@example.com,2021-02-15,Chicago,USA,66.0,F,200.0,4,4036.41,1009.1,1,3,5,5,Loyal Customers,1.3354661791590494,3.8740588637919235,2549.4
1399,Joseph Rose,deanna17@example.org,2020-05-06,Berlin,Germany,67.0,M,62.0,3,2199.99,733.33,1,5,4,3,Loyal Customers,1.001599634369287,4.654346338124572,1669.39
1400,Jennifer Turner,karen61@example.net,2022-06-30,Singapore,Singapore,72.0,M,386.0,2,3814.52,1907.26,1,2,3,4,Needs Attention,0.6677330895795247,2.5051334702258727,1557.93
1402,Barbara Brooks,johnsonbrandon@example.org,2024-06-23,Manchester,UK,31.0,M,31.0,2,1373.11,686.56,1,5,3,2,Loyal Customers,0.6677330895795247,0.5229295003422314,117.07
1403,Wyatt Callahan,fperez@example.org,2022-01-01,Mumbai,India,66.0,M,359.0,1,2804.85,2804.85,1,3,2,4,Needs Attention,0.33386654478976235,2.9979466119096507,1370.92
1404,Robin Cabrera,villamiranda@example.com,2023-11-23,Vancouver,Canada,70.0,M,405.0,1,850.7,850.7,1,2,2,2,Hibernating/Lost,0.33386654478976235,1.106091718001369,153.41
1405,Amanda Williams,charles59@example.com,2019-06-16,Melbourne,Australia,66.0,M,268.0,3,1307.51,435.84,1,3,4,2,Loyal Customers,1.001599634369287,5.544147843942505,1181.85
1406,Christopher Taylor,uwilson@example.org,2023-12-13,Singapore,Singapore,64.0,M,62.0,3,2948.51,982.84,1,5,4,4,Champions,1.001599634369287,1.051334702258727,505.39
1407,Stacy Church,qwalsh@example.org,2022-12-30,London,UK,49.0,M,41.0,2,2986.78,1493.39,1,5,3,4,Loyal Customers,0.6677330895795247,2.004106776180698,975.89
1408,Cynthia Woods,ubray@example.net,2022-04-05,Vancouver,Canada,56.0,F,79.0,4,3274.91,818.73,1,5,5,4,Champions,1.3354661791590494,2.7405886379192332,1463.26
1409,Mr. Ralph Dawson,angelica33@example.net,2024-01-07,Toronto,Canada,44.0,F,253.0,1,1051.38,1051.38,1,3,2,2,Needs Attention,0.33386654478976235,0.9828884325804244,168.48
1410,Wesley Brown,santiagotaylor@example.com,2021-02-11,Bangkok,Thailand,26.0,M,101.0,6,5794.44,965.74,1,4,5,5,Champions,2.003199268738574,3.885010266940452,3670.13
1412,Jonathan Sloan,sabrinacruz@example.com,2021-11-15,Berlin,Germany,37.0,F,862.0,2,3514.56,1757.28,1,1,3,4,Needs Attention,0.6677330895795247,3.1266255989048597,1791.53
1413,Kayla Deleon,caseyhenderson@example.net,2021-10-15,Singapore,Singapore,33.0,F,296.0,5,6561.23,1312.25,1,3,5,5,Loyal Customers,1.6693327239488118,3.2114989733059547,3435.36
1414,Sergio Wong,stevenrodriguez@example.org,2019-06-05,Sydney,Australia,73.0,M,327.0,3,2200.23,733.41,1,3,4,3,Loyal Customers,1.001599634369287,5.574264202600959,1999.56
1415,Steven Lopez,alvarezalyssa@example.com,2019-06-10,Sydney,Australia,75.0,F,351.0,3,6489.93,2163.31,1,3,4,5,Loyal Customers,1.001599634369287,5.560574948665297,5883.53
1416,Timothy Miller,zlewis@example.net,2020-02-15,Munich,Germany,28.0,M,174.0,1,136.94,136.94,1,4,2,1,New/Promising,0.33386654478976235,4.876112251882272,108.86
1417,Gene Alexander,corey66@example.org,2022-10-31,Singapore,Singapore,28.0,,46.0,3,33978.79,11326.26,1,5,4,5,Champions,1.001599634369287,2.1683778234086244,12012.16
1418,James Wheeler,gstone@example.net,2023-01-06,Singapore,Singapore,74.0,F,153.0,1,500.91,500.91,1,4,2,2,New/Promising,0.33386654478976235,1.9849418206707734,162.1
1419,David Rodriguez,brownaustin@example.com,2023-05-23,London,UK,41.0,F,156.0,3,3228.13,1076.04,1,4,4,4,Champions,1.001599634369287,1.6098562628336757,847.26
1420,Joseph Hill,gmyers@example.org,2021-11-15,Sydney,Australia,71.0,M,29.0,2,1467.62,733.81,1,5,3,3,Loyal Customers,0.6677330895795247,3.1266255989048597,748.11
1421,Sherry Adams,georgeharris@example.net,2020-04-23,Berlin,Germany,53.0,M,130.0,2,10380.84,5190.42,1,4,3,5,Loyal Customers,0.6677330895795247,4.689938398357289,7937.39
1422,Kyle Gross,lopezrebecca@example.net,2020-11-28,Berlin,Germany,36.0,Other,290.0,2,2185.45,1092.72,1,3,3,3,Loyal Customers,0.6677330895795247,4.090349075975359,1457.4
1423,Eric Knox,georgemaldonado@example.org,2020-03-05,Manchester,UK,44.0,F,521.0,3,1147.91,382.64,1,2,4,2,At Risk (High Value),1.001599634369287,4.824093086926762,902.83
1424,Steven Thomas,waderonnie@example.org,2019-09-20,Mumbai,India,,M,371.0,3,2984.56,994.85,1,3,4,4,Loyal Customers,1.001599634369287,5.281314168377824,2569.8
1425,Dennis Jones,wheelertara@example.net,2020-04-06,London,UK,43.0,M,232.0,2,1004.68,502.34,1,3,3,2,Loyal Customers,0.6677330895795247,4.736481861738535,775.82
1426,Shane Kennedy,fuentesashley@example.com,2020-09-05,Munich,Germany,,Other,170.0,2,3295.43,1647.72,1,4,3,4,Loyal Customers,0.6677330895795247,4.3203285420944555,2321.18
1427,Kelly Jackson,kimberlygarcia@example.net,2024-06-24,Chicago,USA,52.0,M,109.0,2,1811.43,905.72,1,4,3,3,Loyal Customers,0.6677330895795247,0.5201916495550992,153.63
1428,John Bell,elizabeth45@example.com,2021-03-11,Mumbai,India,29.0,F,865.0,1,1212.19,1212.19,1,1,2,2,Hibernating/Lost,0.33386654478976235,3.808350444900753,752.64
1429,Harold Mckinney,rrodriguez@example.net,2019-08-11,Berlin,Germany,52.0,F,642.0,4,16976.13,4244.03,1,2,5,5,At Risk (High Value),1.3354661791590494,5.390828199863107,14920.12
1430,Alicia Irwin,donnathomas@example.com,2019-08-02,Chicago,USA,,M,101.0,2,3065.83,1532.92,1,4,3,4,Loyal Customers,0.6677330895795247,5.415468856947296,2706.85
1432,Troy Fowler,natalie87@example.net,2021-12-09,Sydney,Australia,,F,263.0,2,2003.56,1001.78,1,3,3,3,Loyal Customers,0.6677330895795247,3.060917180013689,999.84
1433,Thomas Bailey,peter64@example.com,2024-02-07,Mumbai,India,41.0,M,248.0,2,567.47,283.74,1,3,3,2,Loyal Customers,0.6677330895795247,0.8980150581793293,83.08
1434,Kevin Miles,hamiltonspencer@example.com,2023-03-02,Berlin,Germany,40.0,F,87.0,2,2973.63,1486.82,1,4,3,4,Loyal Customers,0.6677330895795247,1.834360027378508,889.31
1436,Mary Torres,calvin40@example.com,2022-04-18,Vancouver,Canada,48.0,F,151.0,4,3209.75,802.44,1,4,5,4,Champions,1.3354661791590494,2.704996577686516,1415.53
1437,Douglas Watkins,freemanadam@example.com,2021-07-01,Chicago,USA,68.0,M,181.0,3,1737.35,579.12,1,4,4,3,Loyal Customers,1.001599634369287,3.5017111567419574,991.86
1438,April King,natasha88@example.org,2022-03-11,Bangkok,Thailand,45.0,F,112.0,3,1917.23,639.08,1,4,4,3,Loyal Customers,1.001599634369287,2.809034907597536,878.04
1439,Michelle Thomas,ryanhull@example.com,2023-12-10,Sydney,Australia,38.0,F,182.0,3,2799.23,933.08,1,4,4,4,Champions,1.001599634369287,1.0595482546201231,483.55
1440,John Gomez,ghenderson@example.com,2023-08-14,Paris,France,42.0,M,57.0,1,1607.45,1607.45,1,5,2,3,New/Promising,0.33386654478976235,1.3826146475017111,362.34
1441,Linda Thompson,ushelton@example.net,2021-02-26,Berlin,Germany,27.0,M,30.0,2,3712.79,1856.4,1,5,3,4,Loyal Customers,0.6677330895795247,3.8439425051334704,2326.79
1442,Randall Wright,tspencer@example.com,2020-05-05,New York,USA,33.0,M,189.0,3,2671.63,890.54,1,4,4,4,Champions,1.001599634369287,4.657084188911704,2028.46
1443,Keith Fuller,nicholasliu@example.com,2022-11-30,Los Angeles,USA,74.0,M,88.0,4,3510.09,877.52,1,4,5,4,Champions,1.3354661791590494,2.086242299794661,1193.88
1444,Joseph Benson,taylor67@example.com,2019-06-06,London,UK,48.0,F,716.0,1,657.5,657.5,1,1,2,2,Hibernating/Lost,0.33386654478976235,5.5715263518138265,597.24
1445,Julia Gaines,bernardrobert@example.org,2020-02-29,Vancouver,Canada,18.0,M,266.0,1,201.29,201.29,1,3,2,1,Needs Attention,0.33386654478976235,4.837782340862423,158.76
1446,Elizabeth Sanchez,david89@example.com,2021-08-03,Melbourne,Australia,37.0,F,124.0,1,45.53,45.53,1,4,2,1,New/Promising,0.33386654478976235,3.4113620807665983,25.32
1448,Anthony Brown,cookconnor@example.com,2021-08-02,Berlin,Germany,21.0,,723.0,2,4749.0,2374.5,1,1,3,5,Needs Attention,0.6677330895795247,3.4140999315537304,2643.36
1449,Melissa Lin,yangemily@example.net,2021-08-22,Chicago,USA,69.0,M,205.0,5,4795.0,959.0,1,3,5,5,Loyal Customers,1.6693327239488118,3.359342915811088,2626.16
1450,Meredith Black,rtaylor@example.net,2020-08-25,Chicago,USA,50.0,M,16.0,4,5519.8,1379.95,1,5,5,5,Champions,1.3354661791590494,4.350444900752909,3915.03
1451,Elizabeth Collins,shaffercindy@example.org,2022-10-19,New York,USA,25.0,M,91.0,2,1989.05,994.52,1,4,3,3,Loyal Customers,0.6677330895795247,2.2012320328542097,713.82
1452,Aaron Munoz,meyerjohn@example.org,2022-10-14,Bangkok,Thailand,29.0,M,567.0,2,1073.84,536.92,1,2,3,2,Needs Attention,0.6677330895795247,2.21492128678987,387.77
1453,Ross Wallace,howekevin@example.com,2022-08-05,Munich,Germany,40.0,M,870.0,1,271.78,271.78,1,1,2,1,Hibernating/Lost,0.33386654478976235,2.406570841889117,106.63
1454,Dr. Sarah Payne,nvillarreal@example.org,2023-05-01,New York,USA,65.0,M,57.0,2,1428.94,714.47,1,5,3,3,Loyal Customers,0.6677330895795247,1.6700889801505818,389.07
1455,Mark Lopez,georgeharmon@example.net,2019-07-07,,Canada,,M,47.0,3,38024.3,12674.77,1,5,4,5,Champions,1.001599634369287,5.486652977412731,34013.17
1456,John Roberts,haleytrevor@example.net,2022-10-02,Sydney,Australia,30.0,M,95.0,3,4447.39,1482.46,1,4,4,5,Champions,1.001599634369287,2.2477754962354553,1629.8
1457,James Marsh,bbutler@example.org,2019-12-10,Sydney,Australia,18.0,F,1014.0,1,1439.91,1439.91,1,1,2,3,Needs Attention,0.33386654478976235,5.059548254620124,1187.75
1458,Jim Elliott,carpenteraustin@example.net,2022-07-07,Munich,Germany,55.0,Other,76.0,2,420.49,210.24,1,5,3,1,Loyal Customers,0.6677330895795247,2.485968514715948,170.42
1459,Lisa Williams,sydney77@example.com,2020-04-20,Los Angeles,USA,22.0,F,720.0,1,120.98,120.98,1,1,2,1,Hibernating/Lost,0.33386654478976235,4.698151950718686,92.67
1461,Carrie Hernandez,stephen24@example.net,2022-07-01,Sydney,Australia,18.0,F,381.0,1,2034.27,2034.27,1,2,2,3,Needs Attention,0.33386654478976235,2.5023956194387407,829.93
1462,James Hendricks,ebennett@example.net,2021-10-20,Paris,France,61.0,M,245.0,4,3690.1,922.52,1,3,5,4,Loyal Customers,1.3354661791590494,3.1978097193702943,1923.83
1463,Laura Pennington,david59@example.net,2020-05-30,Chicago,USA,54.0,F,503.0,2,2621.46,1310.73,1,2,3,4,Needs Attention,0.6677330895795247,4.588637919233402,1961.13
1464,Luis Powell,johnsonjessica@example.org,2024-06-14,Bangkok,Thailand,37.0,M,20.0,2,4156.57,2078.28,1,5,3,5,Loyal Customers,0.6677330895795247,0.5475701574264202,371.07
1465,Brian Villa,omorris@example.net,2022-09-26,Mumbai,India,20.0,M,271.0,2,1037.08,518.54,1,3,3,2,Loyal Customers,0.6677330895795247,2.2642026009582477,382.83
1466,Ashley Gilmore,acampos@example.org,2021-11-12,Manchester,UK,63.0,,529.0,2,3105.78,1552.89,1,2,3,4,Needs Attention,0.6677330895795247,3.134839151266256,1587.32
1467,David Johnson,alexandernicholas@example.net,2019-02-13,Toronto,Canada,64.0,M,774.0,1,1437.06,1437.06,1,1,2,3,Needs Attention,0.33386654478976235,5.880903490759754,1377.84
1468,Tammy Morris,ogray@example.net,2020-05-13,Singapore,Singapore,,F,885.0,1,1861.31,1861.31,1,1,2,3,Needs Attention,0.33386654478976235,4.635181382614648,1406.58
1469,Christina Henry,jeremiah26@example.net,2021-02-08,Chicago,USA,,M,20.0,5,10449.09,2089.82,1,5,5,5,Champions,1.6693327239488118,3.893223819301848,6632.34
1470,Cheryl Perkins,harrislisa@example.org,2023-02-22,Berlin,Germany,24.0,M,99.0,1,367.74,367.74,1,4,2,1,New/Promising,0.33386654478976235,1.8562628336755647,111.29
1472,Kathleen Collier,wmason@example.net,2020-11-09,Melbourne,Australia,31.0,M,154.0,1,921.24,921.24,1,4,2,2,New/Promising,0.33386654478976235,4.142368240930869,622.16
1473,Sarah Solis,ypatterson@example.org,2023-06-30,Toronto,Canada,54.0,F,284.0,2,2064.63,1032.32,1,3,3,3,Loyal Customers,0.6677330895795247,1.5058179329226558,506.87
1474,Bethany Holmes,wilsonjerry@example.net,2019-01-13,Sydney,Australia,71.0,F,899.0,1,28262.79,28262.79,1,1,2,5,Needs Attention,0.33386654478976235,5.965776865160849,27489.09
1475,Alison Nicholson,sandra46@example.net,2024-04-05,Chicago,USA,24.0,M,107.0,2,4606.69,2303.34,1,4,3,5,Loyal Customers,0.6677330895795247,0.7392197125256673,555.19
1476,Shane Moore,charles93@example.net,2020-02-23,Bangkok,Thailand,48.0,F,94.0,5,5728.31,1145.66,1,4,5,5,Champions,1.6693327239488118,4.854209445585216,4533.38
